1687442645	1211598953	8
1687442645	1342312577	4
1687442645	1715045110	12
1687442645	1921538923	9
1687442645	1730726637	6
1687442645	1241148864	4
1687442645	2489786783	2
1687442645	1816281921	0
1687442645	1768249682	4
1687442645	1218339187	20
1687442645	1644296264	4
1687442645	1282282193	16
1687442645	1498502972	10
1687442645	1679939170	2
1687442645	1195228387	2
1687442645	1198474965	6
1687442645	1874326971	6
1687442645	1661763140	8
1687442645	1814966830	6
1687442645	1663123511	4
1687442645	1198728682	2
1687442645	1839673641	6
1687442645	1496832197	22
1687442645	1678469301	6
1687442645	2243693294	11
1687442645	1661985832	15
1687442645	1645826702	14
1687442645	1241314924	1
1687442645	2212667031	1
1687442645	1676656463	2
1687442645	1183838414	3
1687442645	2185710201	6
1687442645	1656054843	7
1687442645	1740573077	1
1687442645	2653406361	3
1687442645	1704381654	4
1687442645	1358776365	27
1687442645	1265030164	5
1687442645	5279476579	0
1687442645	1907731942	5
1687442645	1849545623	1
1687442645	1974808274	15
1687442645	1220130854	1
1687442645	1405956297	8
1687442645	1195239301	4
1687442645	1620473070	10
1687442645	1538906882	6
1687442645	1231821870	10
1687442645	1686326292	6
1687442645	3091062183	6
1687442645	1758161257	2
1687442645	1897511835	3
1687442645	2572836083	18
1687442645	1497010360	1
1687442645	1548909515	3
1687442645	1195210033	21
1687442645	1213452333	3
1687442645	2093210593	1
1687442645	1025887544	0
1687442645	1448191427	10
1687442645	1587185827	3
1687442645	2977188982	4
1687442645	1574526767	1
1687442645	1211707107	3
1687442645	1058415305	22
1687442645	1764033053	7
1687442645	1221281087	1
1687442645	1750168990	2
1687442645	1869114053	10
1687442645	1347626494	15
1687442645	1585407512	7
1687442645	1824974987	0
1687442645	1999607273	5
1687442645	1788739141	3
1687442645	1657063481	4
1687442645	2049787153	8
1687442645	1648237865	8
1687442645	1497421837	5
1687442645	2492235692	7
1687442645	1182417191	4
1687442645	1220749761	4
1687442645	1854773077	0
1687442645	1452150331	0
1687442645	1719481457	1
1687442645	1678105910	4
1687442645	2504619943	3
1687442645	1678335165	2
1687442645	1785251782	0
1687442645	1885165252	3
1687442645	1069803332	0
1687442645	1405487764	2
1687442645	1677646130	12
1687442645	1661201515	6
1687442645	1049198655	16
1687442645	1666234801	7
1687442645	1968821615	3
1687442645	1245402090	5
1687442645	1192329893	4
1687442645	3761753981	0
1687442645	1252036043	10
1687442645	1688439455	7
1687442645	1640016932	3
1687442645	1189591617	22
1687442645	1060564030	3
1687442645	1401228872	12
1687442645	1237968697	0
1687442645	1630069961	9
1687442645	1955772984	0
1687442645	1767908760	3
1687442645	1901501037	5
1687442645	1496850204	21
1687442645	1293466124	3
1687442645	1921989011	8
1687442645	1192148495	3
1687442645	1890281687	5
1687442645	1404226535	8
1687442645	1821257283	2
1687442645	1778813991	11
1687442645	2569352653	10
1687442645	1256207211	10
1687442645	1270468784	7
1687442645	1322920531	14
1687442645	1658440941	1
1687442645	2158779561	17
1687442645	2989711735	4
1687442645	1601563722	9
1687442645	1768955554	16
1687442645	1192504311	0
1687442645	1140878523	5
1687442645	1406482027	1
1687442645	1822945371	3
1687442645	1192515960	25
1687442645	1681971781	8
1687442645	1760012687	1
1687442645	1914100420	20
1687442645	2125156317	4
1687442645	1641598441	10
1687442645	1871989533	2
1687442645	1825312827	0
1687442645	1073496445	6
1687442645	2101611492	0
1687442645	1679704482	5
1687442645	2092858922	0
1687442645	1234694902	0
1687442645	1233536692	40
1687442645	1384952882	3
1687442645	1682804733	0
1687442645	2606417390	0
1687442645	1895332380	2
1687442645	1904350821	0
1687442645	2095131443	27
1687442645	1708731953	10
1687442645	1497390470	6
1687442645	1234692083	7
1687442645	1743938470	7
1687442645	1739814677	3
1687442645	1047070924	1
1687442645	1918529383	9
1687442645	1080807495	4
1687442645	1486481514	4
1687442645	1315469422	22
1687442645	1717175282	10
1687442645	1642398891	3
1687442645	1226663412	0
1687442645	1195231190	5
1687442645	3204406410	0
1687442645	1829744931	32
1687442645	1498522714	8
1687442645	3243290023	0
1687442645	1646191813	16
1687442645	2172748600	1
1687442645	1863847262	1
1687442645	3840125198	2
1687442645	1040343204	5
1687442645	1648949717	0
1687442645	1746274673	0
1687442645	1018356553	17
1687442645	2270364185	3
1687442645	1904099303	10
1687442645	1768981217	1
1687442645	1199574057	3
1687442645	1983975037	1
1687442645	1738171957	19
1687442645	1189170482	2
1687442645	1925988123	30
1687442645	1197487813	15
1687442645	1291017722	10
1687442645	1867566474	2
1687442645	1861641462	2
1687442645	1212812142	5
1687442645	1826792401	4
1687442645	1490822465	7
1687442645	1834795057	0
1687442645	2172653252	0
1687442645	2115960175	2
1687442645	1839686885	4
1687442645	1182415487	15
1687442645	1729366194	7
1687442645	1993837164	1
1687442645	1253686121	9
1687442645	2556814241	0
1687442645	3189883925	13
1687442645	1822041117	5
1687442645	1803553017	6
1687442645	1940838340	8
1687442645	1780057863	2
1687442645	1759826391	3
1687442645	2302663124	5
1687442645	1868652627	3
1687442645	1812215907	7
1687442645	1722594714	4
1687442645	1638699153	11
1687442645	1974576991	39
1687442645	1281078854	6
1687442645	1452369643	9
1687442645	2699802257	1
1687442645	2015773864	7
1687442645	1878579845	17
1687442645	1687321911	2
1687442645	1714248313	4
1687442645	1192329374	18
1687442645	2402368347	1
1687442645	1739418317	0
1687442645	2293434562	8
1687442645	2673662145	13
1687442645	1048697137	2
1687442645	1648011165	13
1687442645	1195242865	19
1687442645	1670309635	14
1687442645	2365899554	9
1687442645	1771346371	1
1687442645	1763236420	8
1687442645	3771118292	2
1687442645	1839963312	5
1687442645	1408276294	3
1687442645	1877475353	22
1687442645	1450888394	13
1687442645	2581620413	5
1687442645	3925026703	3
1687442645	1182391231	19
1687442645	1304194202	2
1687442645	1621444281	10
1687442645	1198075355	1
1687442645	1647094302	3
1687442645	1666243892	1
1687442645	1649098580	4
1687442645	2353611381	3
1687442645	1198248427	22
1687442645	1904330435	5
1687442645	1574525494	5
1687442645	1497774027	4
1687442645	1239246281	4
1687442645	1700757973	7
1687442645	1681884380	11
1687442645	1828895474	3
1687442645	1644032530	0
1687442645	1726286122	3
1687442645	1777984105	10
1687442645	1239296380	2
1687442645	1733750177	28
1687442645	1978562465	3
1687442645	1582922582	4
1687442645	1922542315	17
1687442645	1643045171	7
1687442645	1496852380	34
1687442645	2684341757	0
1687442645	1707631652	4
1687442645	1263849332	12
1687442645	1681474044	1
1687442645	1846240037	4
1687442645	1311751174	5
1687442645	2131819280	0
1687442645	1721777173	2
1687442645	1735473853	1
1687442645	1739046981	1
1687442645	2449791601	6
1687442645	1783742012	0
1687442645	1674867793	0
1687442645	1689549012	10
1687442645	1721427037	0
1687442645	2723765782	13
1687442645	2806792290	7
1687442645	1983818877	1
